code,name,canton_code
110655,EL INGENIO,1106
110656,EL AIRO,1106
110750,GONZANAMÁ,1107
110751,CHANGAIMINA,1107
110753,NAMBACOLA,1107
110754,PURUNUMA,1107
110756,SACAPALCA,1107
110801,GENERAL ELOY ALFARO (SAN SEBASTIÁN) ,1108
110802,MACARÁ  (MANUEL ENRIQUE RENGEL SUQUILANDA),1108
110851,LARAMA,1108
110852,LA VICTORIA,1108
110853,SABIANGO,1108
110901,CATACOCHA,1109
110902,LOURDES,1109
110951,CANGONAMÁ,1109
110952,GUACHANAMÁ,1109
110954,LAURO GUERRERO,1109
110956,ORIANGA,1109
110957,SAN ANTONIO,1109
110958,CASANGA,1109
110959,YAMANA,1109
111050,ALAMOR,1110
111051,CIANO,1110
111052,EL ARENAL,1110
111053,EL LIMO,1110
111054,MERCADILLO,1110
111055,VICENTINO,1110
111150,SARAGURO,1111
111151,EL PARAÍSO DE CELEN,1111
111152,EL TABLÓN,1111
111153,LLUZHAPA,1111
111154,MANÚ,1111
111155,SAN ANTONIO DE QUMBE,1111
111156,SAN PABLO DE TENTA,1111
111157,SAN SEBASTIÁN DE YÚLUC,1111
111158,SELVA ALEGRE,1111
111159,URDANETA,1111
111160,SUMAYPAMBA,1111
111250,SOZORANGA,1112
111251,NUEVA FÁTIMA,1112
111252,TACAMOROS,1112
111350,ZAPOTILLO,1113
111351,MANGAHURCO,1113
111352,GARZAREAL,1113
111353,LIMONES,1113
111354,PALETILLAS,1113
111355,BOLASPAMBA,1113
111356,CAZADEROS,1113
111450,PINDAL,1114
111451,CHAQUINAL,1114
111452,12 DE DICIEMBRE,1114
111453,MILAGROS,1114
111550,QUILANGA,1115
111551,FUNDOCHAMBA,1115
111552,SAN ANTONIO DE LAS ARADAS,1115
111650,OLMEDO,1116
111651,LA TINGUE,1116
120101,CLEMENTE BAQUERIZO,1201
120102,DOCTOR CAMILO PONCE ,1201
120103,BARREIRO,1201
120104,EL SALTO,1201
120152,CARACOL,1201
120153,FEBRES CORDERO,1201
120154,PIMOCHA,1201
120155,LA UNIÓN,1201
120250,BABA,1202
120251,GUARE,1202
120252,ISLA DE BEJUCAL,1202
120350,MONTALVO,1203
120351,LA ESMERALDA,1203
120450,PUEBLOVIEJO,1204
120451,PUERTO PECHICHE,1204
120452,SAN JUAN,1204
120501,QUEVEDO,1205
120502,SAN CAMILO,1205
120504,GUAYACÁN,1205
120505,NICOLÁS INFANTE DÍAZ,1205
120506,SAN CRISTÓBAL,1205
120507,SIETE DE OCTUBRE,1205
120508,24 DE MAYO,1205
120509,VENUS DEL RÍO QUEVEDO,1205
120510,VIVA ALFARO,1205
120553,SAN CARLOS,1205
120555,LA ESPERANZA,1205
120650,CATARAMA,1206
120651,RICAURTE,1206
120701,10 DE NOVIEMBRE,1207
120702,VENTANAS,1207
120752,ZAPOTAL,1207
120753,CHACARITA,1207
120754,LOS ÁNGELES,1207
120801,BALZAR DE VINCES,1208
120802,VINCES CENTRAL,1208
120803,SAN LORENZO DE VINCES,1208
120851,ANTONIO SOTOMAYOR,1208
120950,PALENQUE,1209
121001,SAN JACINTO DE BUENA FE,1210
121002,7 DE AGOSTO,1210
121003,11 DE OCTUBRE,1210
121051,PATRICIA PILAR,1210
121101,VALENCIA,1211
121102,LA UNIÓN,1211
121103,LA NUEVA UNIÓN,1211
121250,MOCACHE,1212
121350,QUINSALOMA,1213
130101,PORTOVIEJO,1301
130102,12 DE MARZO,1301
130103,COLÓN,1301
130104,PICOAZÁ,1301
130105,SAN PABLO,1301
130106,ANDRÉS DE VERA,1301
130107,FRANCISCO PACHECO,1301
130108,18 DE OCTUBRE,1301
130109,SIMÓN BOLÍVAR,1301
130151,ABDÓN CALDERÓN,1301
130152,ALHAJUELA,1301
130153,CRUCITA,1301
130154,PUEBLO NUEVO,1301
130155,RIOCHICO,1301
130156,SAN PLÁCIDO,1301
130157,CHIRIJOS,1301
130250,CALCETA,1302
130251,MEMBRILLO,1302
130252,QUIROGA,1302
130301,CHONE,1303
130302,SANTA RITA,1303
130351,BOYACÁ,1303
130352,CANUTO,1303
130353,CONVENTO,1303
130354,CHIBUNGA,1303
130355,ELOY ALFARO,1303
130356,RICAURTE,1303
130357,SAN ANTONIO,1303
130401,EL CARMEN,1304
130402,4 DE DICIEMBRE,1304
130451,WILFRIDO LOOR MOREIRA,1304
130452,SAN PEDRO DE SUMA,1304
130453,SANTA MARÍA,1304
130454,EL PARAÍSO LA 14,1304
130550,FLAVIO ALFARO,1305
130551,SAN FRANCISCO DE NOVILLO,1305
130552,ZAPALLO,1305
130601,DOCTOR MIGUEL MORÁN LUCIO ,1306
130602,MANUEL INOCENCIO PARRALES Y GUALE,1306
130603,SAN LORENZO DE JIPIJAPA,1306
130651,AMÉRICA,1306
130652,EL ANEGADO,1306
130653,JULCUY,1306
130654,LA UNIÓN,1306
130656,MEMBRILLAL,1306
130657,PEDRO PABLO GÓMEZ,1306
130658,PUERTO CAYO,1306
130750,JUNÍN,1307
130801,LOS ESTEROS,1308
130802,MANTA,1308
130803,SAN MATEO,1308
130804,TARQUI,1308
130805,ELOY ALFARO,1308
130851,SAN LORENZO,1308
130852,SANTA MARIANITA,1308
130901,ANÍBAL SAN ANDRÉS,1309
130902,MONTECRISTI,1309
130903,EL COLORADO,1309
130904,GENERAL ELOY ALFARO,1309
130905,LEONIDAS PROAÑO,1309
130906,ISABEL MUENTES,1309
130952,LA PILA,1309
131050,PAJÁN,1310
131051,CAMPOZANO,1310
131052,CASCOL,1310
131053,GUALE,1310
131054,LASCANO,1310
131150,PICHINCHA,1311
131151,BARRAGANETE,1311
131152,SAN SEBASTIÁN,1311
131250,ROCAFUERTE,1312
131251,SOSOTE,1312
131301,SANTA ANA,1313
131302,LODANA,1313
131351,AYACUCHO,1313
131352,HONORATO VÁSQUEZ,1313
131353,LA UNIÓN,1313
131355,SAN PABLO,1313
131401,BAHÍA DE CARÁQUEZ,1314
131402,LEONIDAS PLAZA GUTIÉRREZ,1314
131453,CHARAPOTÓ,1314
131457,SAN ISIDRO,1314
131550,TOSAGUA,1315
131551,BACHILLERO,1315
131552,ÁNGEL PEDRO GILER,1315
131650,SUCRE,1316
131651,BELLAVISTA,1316
131652,NOBOA,1316
131653,ARQUITECTO SIXTO DURÁN BALLÉN,1316
131750,PEDERNALES,1317
131751,COJIMÍES,1317
131752,DIEZ DE AGOSTO,1317
131753,ATAHUALPA,1317
131850,OLMEDO,1318
131950,PUERTO LÓPEZ,1319
131951,MACHALILLA,1319
131952,SALANGO,1319
132050,JAMA,1320
132150,JARAMIJÓ,1321
132250,SAN VICENTE,1322
132251,CANOA,1322
140150,MACAS,1401
140151,ALSHI,1401
140153,GENERAL PROAÑO,1401
140156,SAN ISIDRO,1401
140158,SINAÍ,1401
140160,ZUÑA,1401
140162,CUCHAENTZA,1401
140164,RÍO BLANCO,1401
140190,ZONA EN ESTUDIO INTERPARROQUIAL SINAÍ-CUCHAENTZA,1401
140201,GUALAQUIZA,1402
140202,MERCEDES MOLINA,1402
140251,AMAZONAS,1402
140252,BERMEJOS,1402
140253,BOMBOÍZA,1402
140254,CHIGÜINDA,1402
140255,EL ROSARIO,1402
140256,NUEVA TARQUI,1402
140257,SAN MIGUEL DE CUYES,1402
140258,EL IDEAL,1402
140350,GENERAL LEONIDAS PLAZA GUTIÉRREZ,1403
140351,INDANZA,1403
140353,SAN ANTONIO,1403
140356,SAN MIGUEL DE CONCHAY,1403
140357,SANTA SUSANA DE CHIVIAZA,1403
140358,YUNGANZA,1403
140450,PALORA,1404
140451,ARAPICOS,1404
140452,CUMANDÁ,1404
140454,SANGAY,1404
140455,16 DE AGOSTO,1404
140550,SANTIAGO DE MÉNDEZ,1405
140551,COPAL,1405
140552,CHUPIANZA,1405
140553,PATUCA,1405
140554,SAN LUIS DE EL ACHO,1405
140556,TAYUZA,1405
140557,SAN FRANCISCO DE CHINIMBIMI,1405
140650,SUCÚA,1406
140651,ASUNCIÓN,1406
140652,HUAMBI,1406
140655,SANTA MARIANITA DE JESÚS,1406
140750,HUAMBOYA,1407
140751,CHIGUAZA,1407
140850,SAN JUAN BOSCO,1408
140851,PAN DE AZÚCAR,1408
140852,SAN CARLOS DE LIMÓN,1408
140853,SAN JACINTO DE WAKAMBEIS,1408
140854,SANTIAGO DE PANANZA,1408
140950,TAISHA,1409
140951,HUASAGA,1409
140952,MACUMA,1409
140953,TUUTINENTSA,1409
140954,PUMPUENTSA,1409
141050,LOGROÑO,1410
141051,YAUPI,1410
141052,SHIMPIS,1410
141150,PABLO SEXTO,1411
141250,SANTIAGO,1412
141251,SAN JOSÉ DE MORONA,1412
141350,SEVILLA DON BOSCO,1413
150150,TENA,1501
150151,AHUANO,1501
150153,CHONTAPUNTA,1501
150154,PANO,1501
150155,PUERTO MISAHUALLÍ,1501
150156,PUERTO NAPO,1501
150157,TÁLAG,1501
150158,SAN JUAN DE MUYUNA,1501
150350,ARCHIDONA,1503
150352,COTUNDO,1503
150354,SAN PABLO DE USHPAYACU,1503
150356,HATUN SUMAKU,1503
150450,EL CHACO,1504
150451,GONZALO DÍAZ DE PINEDA,1504
150452,LINARES,1504
150453,OYACACHI,1504
150454,SANTA ROSA,1504
150455,SARDINAS,1504
150750,BAEZA,1507
150751,COSANGA,1507
150752,CUYUJA,1507
150753,PAPALLACTA,1507
150754,SAN FRANCISCO DE BORJA,1507
150756,SUMACO,1507
150950,CARLOS JULIO AROSEMENA TOLA,1509
160150,PUYO,1601
160152,CANELOS,1601
160154,DIEZ DE AGOSTO,1601
160155,FÁTIMA,1601
160156,MONTALVO,1601
160157,POMONA,1601
160158,RÍO CORRIENTES,1601
160159,RÍO TIGRE,1601
160161,SARAYACU,1601
160162,SIMÓN BOLÍVAR,1601
160163,TARQUI,1601
160164,TENIENTE HUGO ORTIZ,1601
160165,VERACRUZ,1601
160166,EL TRIUNFO,1601
160250,MERA,1602
160251,MADRE TIERRA,1602
160252,SHELL,1602
160350,SANTA CLARA,1603
160351,SAN JOSÉ,1603
160450,ARAJUNO,1604
160451,CURARAY,1604
170101,BELISARIO QUEVEDO,1701
170102,CARCELÉN,1701
170103,CENTRO HISTÓRICO,1701
170104,COCHAPAMBA,1701
170105,COMITÉ DEL PUEBLO,1701
170106,COTOCOLLAO,1701
170107,CHILIBULO,1701
170108,CHILLOGALLO,1701
170109,CHIMBACALLE,1701
170110,EL CONDADO,1701
170111,GUAMANÍ,1701
170112,IÑAQUITO,1701
170113,ITCHIMBIA,1701
170114,JIPIJAPA,1701
170115,KENNEDY,1701
170116,LA ARGELIA,1701
170117,LA CONCEPCIÓN,1701
170118,LA ECUATORIANA,1701
170119,LA FERROVIARIA,1701
170120,LA LIBERTAD,1701
170121,LA MAGDALENA,1701
170122,LA MENA,1701
170123,MARISCAL SUCRE,1701
170124,PONCEANO,1701
170125,PUENGASÍ,1701
170126,QUITUMBE,1701
170127,RUMIPAMBA,1701
170128,SAN BARTOLO,1701
170129,SAN ISIDRO DEL INCA,1701
170130,SAN JUAN,1701
170131,SOLANDA,1701
170132,TURUBAMBA,1701
170151,ALANGASÍ,1701
170152,AMAGUAÑA,1701
170153,ATAHUALPA,1701
170154,CALACALÍ,1701
170155,CALDERÓN,1701
170156,CONOCOTO,1701
170157,CUMBAYÁ,1701
170158,CHAVEZPAMBA,1701
170159,CHECA,1701
170160,EL QUINCHE,1701
170161,GUALEA,1701
170162,GUANGOPOLO,1701
170163,GUAYLLABAMBA,1701
170164,LA MERCED,1701
170165,LLANO CHICO,1701
170166,LLOA,1701
170168,NANEGAL,1701
170169,NANEGALITO,1701
170170,NAYÓN,1701
170171,NONO,1701
170172,PACTO,1701
170174,PERUCHO,1701
170175,PIFO,1701
170176,PÍNTAG,1701
170177,POMASQUI,1701
170178,PUÉLLARO,1701
170179,PUEMBO,1701
170180,SAN ANTONIO,1701
170181,SAN JOSÉ DE MINAS,1701
170183,TABABELA,1701
170184,TUMBACO,1701
170185,YARUQUÍ,1701
170186,ZÁMBIZA,1701
170250,CAYAMBE,1702
170251,ASCÁZUBI,1702
170252,CANGAHUA,1702
170253,OLMEDO,1702
170254,OTÓN,1702
170255,SANTA ROSA DE CUZUBAMBA,1702
170256,SAN JOSÉ DE AYORA,1702
170257,JUAN MONTALVO,1702
170350,MACHACHI,1703
170351,ALOAG,1703
170352,ALOASÍ,1703
170353,CUTUGLAHUA,1703
170354,EL CHAUPI,1703
170355,MANUEL CORNEJO ASTORGA,1703
170356,TAMBILLO,1703
170357,UYUMBICHO,1703
170450,TABACUNDO,1704
170451,LA ESPERANZA,1704
170452,MALCHINGUÍ,1704
170453,TOCACHI,1704
170454,TUPIGACHI,1704
170501,SANGOLQUÍ,1705
170502,SAN PEDRO DE TABOADA,1705
170503,SAN RAFAEL,1705
170504,FAJARDO,1705
170551,COTOGCHOA,1705
170552,RUMIPAMBA,1705
170750,SAN MIGUEL DE LOS BANCOS,1707
170751,MINDO,1707
170850,PEDRO VICENTE MALDONADO,1708
170950,PUERTO QUITO,1709
180101,ATOCHA – FICOA,1801
180102,CELIANO MONGE,1801
180103,HUACHI CHICO,1801
180104,HUACHI LORETO,1801
180105,LA MERCED,1801
180106,LA PENÍNSULA,1801
180107,MATRIZ,1801
180108,PISHILATA,1801
180109,SAN FRANCISCO,1801
180151,AMBATILLO,1801
180152,ATAHUALPA,1801
180153,AUGUSTO N. MARTÍNEZ,1801
180154,CONSTANTINO FERNÁNDEZ,1801
180155,HUACHI GRANDE,1801
180156,IZAMBA,1801
180157,JUAN BENIGNO VELA,1801
180158,MONTALVO,1801
180159,PASA,1801
180160,PICAIHUA,1801
180161,PILAGÜÍN,1801
180162,QUISAPINCHA,1801
180163,SAN BARTOLOMÉ DE PINLLO,1801
180164,SAN FERNANDO,1801
180165,SANTA ROSA,1801
180166,TOTORAS,1801
180167,CUNCHIBAMBA,1801
180168,UNAMUNCHO,1801
180250,BAÑOS,1802
180251,LLIGUA,1802
180252,RÍO NEGRO,1802
180253,RÍO VERDE,1802
180254,ULBA,1802
180350,CEVALLOS,1803
180450,MOCHA,1804
180451,PINGUILÍ,1804
180550,PATATE,1805
180551,EL TRIUNFO,1805
180552,LOS ANDES,1805
180553,SUCRE,1805
180650,QUERO,1806
180651,RUMIPAMBA,1806
180652,YANAYACU MOCHAPATA,1806
180701,PELILEO,1807
180702,PELILEO GRANDE,1807
180751,BENÍTEZ,1807
180752,BOLÍVAR,1807
180753,COTALÓ,1807
180754,CHIQUICHA,1807
180755,EL ROSARIO,1807
180756,GARCÍA MORENO,1807
180757,GUAMBALÓ,1807
180758,SALASACA,1807
180801,CIUDAD NUEVA,1808
180802,PÍLLARO,1808
180851,BAQUERIZO MORENO,1808
180852,EMILIO MARÍA TERÁN,1808
180853,MARCOS ESPINEL,1808
180854,PRESIDENTE URBINA,1808
180855,SAN ANDRÉS,1808
180856,SAN JOSÉ DE POALÓ,1808
180857,SAN MIGUELITO,1808
180950,TISALEO,1809
180951,QUINCHICOTO,1809
190101,EL LIMÓN,1901
190102,ZAMORA,1901
190151,CUMBARATZA,1901
190152,GUADALUPE,1901
190153,IMBANA,1901
190155,SABANILLA,1901
190156,TIMBARA,1901
190158,SAN CARLOS DE LAS MINAS,1901
190250,ZUMBA,1902
190251,CHITO,1902
190252,EL CHORRO,1902
190254,LA CHONTA,1902
190256,PUCAPAMBA,1902
190259,SAN ANDRÉS,1902
190350,GUAYZIMI,1903
190351,ZURMI,1903
190352,NUEVO PARAÍSO,1903
190353,NANKAIS,1903
190450,28 DE MAYO,1904
190451,LA PAZ,1904
190452,TUTUPALI,1904
190550,YANTZAZA,1905
190551,CHICAÑA,1905
190553,LOS ENCUENTROS,1905
190650,EL PANGUI,1906
190651,EL GUISME,1906
190652,PACHICUTZA,1906
190653,TUNDAYME,1906
190750,ZUMBI,1907
190752,TRIUNFO DORADO,1907
190753,PANGUINTZA,1907
190850,PALANDA,1908
190851,EL PORVENIR DEL CARMEN,1908
190852,SAN FRANCISCO DEL VERGEL,1908
190853,VALLADOLID,1908
190854,LA CANELA,1908
190950,PAQUISHA,1909
190951,BELLAVISTA,1909
190952,NUEVO QUITO,1909
200150,PUERTO BAQUERIZO MORENO,2001
200151,EL PROGRESO,2001
200152,ISLA SANTA MARÍA FLOREANA,2001
200250,PUERTO VILLAMIL,2002
200251,TOMÁS DE BERLANGA,2002
200350,PUERTO AYORA,2003
200351,BELLA VISTA,2003
200352,SANTA ROSA,2003
210150,NUEVA LOJA,2101
210152,DURENO,2101
210153,GENERAL FARFÁN,2101
210155,EL ENO,2101
210156,PACAYACU,2101
210157,JAMBELÍ,2101
210158,SANTA CECILIA,2101
210160,10 DE AGOSTO,2101
210250,LUMBAQUÍ,2102
210251,EL REVENTADOR,2102
210252,GONZALO PIZARRO,2102
210254,PUERTO LIBRE,2102
210350,PUERTO EL CARMEN DE PUTUMAYO,2103
210351,PALMA ROJA,2103
210352,PUERTO BOLÍVAR,2103
210353,PUERTO RODRÍGUEZ,2103
210354,SANTA ELENA,2103
210355,SANSAHUARI,2103
210450,SHUSHUFINDI,2104
210451,LIMONCOCHA,2104
210452,PAÑACOCHA,2104
210453,SAN ROQUE,2104
210454,SAN PEDRO DE LOS COFÁNES,2104
210455,SIETE DE JULIO,2104
210456,LA MAGDALENA,2104
210457,LA PRIMAVERA,2104
210550,LA BONITA,2105
210551,EL PLAYÓN DE SAN FRANCISCO,2105
210552,LA SOFÍA,2105
210553,ROSA FLORIDA,2105
210554,SANTA BÁRBARA,2105
210650,EL DORADO DE CASCALES,2106
210651,SANTA ROSA DE SUCUMBÍOS,2106
210652,SEVILLA,2106
210653,NUEVA TRONCAL,2106
210750,TARAPOA,2107
210751,CUYABENO,2107
210752,AGUAS NEGRAS,2107
220150,EL COCA (PUERTO FRANCISCO DE ORELLANA),2201
220151,DAYUMA,2201
220152,TARACOA,2201
220153,ALEJANDRO LABAKA,2201
220154,EL DORADO,2201
220155,EL EDÉN,2201
220156,GARCÍA MORENO,2201
220157,INÉS ARANGO,2201
220158,LA BELLEZA,2201
220159,NUEVO PARAÍSO,2201
220160,SAN JOSÉ DE GUAYUSA,2201
220161,SAN LUIS DE ARMENIA,2201
220201,NUEVO ROCAFUERTE,2202
220202,TIPUTINI,2202
220251,CAPITÁN AUGUSTO RIVADENEYRA,2202
220252,CONONACO,2202
220253,SANTA MARÍA DE HUIRIRIMA,2202
220255,YASUNÍ,2202
220350,LA JOYA DE LOS SACHAS,2203
220351,ENOKANQUI,2203
220352,POMPEYA,2203
220353,SAN CARLOS,2203
220354,SAN SEBASTIÁN DEL COCA,2203
220355,LAGO SAN PEDRO,2203
220356,RUMIPAMBA,2203
220357,TRES DE NOVIEMBRE,2203
220358,UNIÓN MILAGREÑA,2203
220450,LORETO,2204
220451,ÁVILA,2204
220452,PUERTO MURIALDO,2204
220453,SAN JOSÉ DE PAYAMINO,2204
220454,SAN JOSÉ DE DAHUANO,2204
220455,SAN VICENTE DE HUATICOCHA,2204
230101,ABRAHAM CALAZACÓN,2301
230102,BOMBOLÍ,2301
230103,CHIGUILPE,2301
230104,RÍO TOACHI,2301
230105,RÍO VERDE,2301
230106,SANTO DOMINGO DE LOS COLORADOS,2301
230107,ZARACAY,2301
230151,ALLURIQUÍN,2301
230152,PUERTO LIMÓN,2301
230153,LUZ DE AMÉRICA,2301
230154,SAN JACINTO DEL BÚA,2301
230155,VALLE HERMOSO,2301
230156,EL ESFUERZO,2301
230157,SANTA MARÍA DEL TOACHI,2301
230250,LA CONCORDIA,2302
230251,MONTERREY,2302
230252,LA VILLEGAS,2302
230253,PLAN PILOTO,2302
240101,BALLENITA,2401
240102,SANTA ELENA,2401
240151,ATAHUALPA,2401
240152,COLONCHE,2401
240153,CHANDUY,2401
240154,MANGLARALTO,2401
240155,SIMÓN BOLÍVAR,2401
240156,SAN JOSÉ DE ANCÓN,2401
240250,LA LIBERTAD,2402
240301,CARLOS ESPINOZA LARREA,2403
240302,GENERAL ALBERTO ENRÍQUEZ GALLO,2403
240303,VICENTE  ROCAFUERTE,2403
240304,SANTA ROSA,2403
240351,ANCONCITO,2403
240352,JOSÉ LUIS TAMAYO,2403
900651,JUVAL (CAÑAR-CHIMBORAZO),9006
